UNIQ,PROBDENSITY,RA,DEC
1561,1.38113560791035e-13,233.43750000000003,19.47122063449069
1562,9.695899039446657e-14,227.81249999999997,19.47122063449069
1563,9.021774265862127e-14,230.62499999999994,22.024312837042164
1564,4.4425238328614053e-13,236.25,22.024312837042164
1565,2.4269208883653525e-12,239.0625,24.624318352164074
1566,1.8781075128897283e-13,233.43750000000003,24.624318352164074
1567,1.3246149842045003e-12,236.25,27.279612735978095
1568,7.233706483171472e-13,213.75,12.024699180565822
1569,4.952796507489642e-13,216.56249999999997,14.477512185929925
1570,9.931996333337031e-13,210.93749999999997,14.477512185929925
1571,7.063348009098674e-13,213.75,16.957763300004142
1572,3.2728679613964974e-13,219.37499999999997,16.957763300004142
1573,2.0853375961338904e-13,222.1875,19.47122063449069
1574,4.860729619811251e-13,216.5625,19.47122063449069
1575,3.3167976631929986e-13,219.37499999999997,22.024312837042164
1576,1.216547387905226e-12,208.125,16.957763300004142
1577,9.006675476682315e-13,210.9375,19.47122063449069
1578,1.3511818395128099e-12,205.31249999999997,19.47122063449069
1579,1.0200185412529492e-12,208.12499999999997,22.024312837042164
1580,6.535496538329569e-13,213.75,22.024312837042164
1581,4.780438170035853e-13,216.56249999999997,24.624318352164074
1582,7.722408074590853e-13,210.93749999999997,24.624318352164074
1583,6.041253362595273e-13,213.75,27.279612735978095
1584,1.3800891531032842e-13,225.0,22.024312837042164
1585,1.0422095747324618e-13,227.8125,24.624318352164074
1586,2.336757631040547e-13,222.1875,24.624318352164074
1587,1.9545430951960124e-13,224.99999999999997,27.279612735978095
1588,1.1795817623902618e-13,230.62499999999994,27.279612735978095
1589,3.0861056377105576e-13,233.43750000000003,30.000000000000004
1590,2.505872006787499e-13,227.81249999999997,30.000000000000004
1591,7.280398744220257e-13,230.62499999999994,32.797168295823646
1592,3.7416357683925314e-13,219.37499999999997,27.279612735978095
1593,3.541302100398032e-13,222.18749999999997,30.000000000000004
1594,5.148505810887563e-13,216.56249999999997,30.000000000000004
1595,5.160957403467037e-13,219.37499999999997,32.797168295823646
1596,5.350325545236486e-13,225.0,32.797168295823646
1597,1.9949186170273996e-12,227.81249999999997,35.68533471265205
1598,7.596930846213237e-13,222.18749999999997,35.68533471265205
1599,1.838776083831952e-12,224.99999999999997,38.68218745348944
1600,1.3080245966645094e-12,247.49999999999997,22.024312837042164
1601,2.4681125308625302e-12,250.31250000000003,24.624318352164074
1602,3.76879560468017e-12,244.68749999999997,24.624318352164074
1603,4.815152316154556e-12,247.49999999999997,27.279612735978095
1604,4.549447388229577e-11,253.125,27.279612735978095
1605,1.4921161699585005e-09,255.9375,30.000000000000004
1606,1.79238056570322e-11,250.31250000000003,30.000000000000004
1607,6.522849345233983e-10,253.125,32.797168295823646
1608,1.0254334541538138e-11,241.875,27.279612735978095
1609,2.191946723432445e-11,244.68749999999997,30.000000000000004
1610,1.3253894262000157e-11,239.0625,30.000000000000004
1611,8.857708486259235e-11,241.875,32.797168295823646
1612,2.583514270157243e-11,247.49999999999997,32.797168295823646
1613,4.866061703516825e-10,250.31250000000003,35.68533471265205
1614,1.913454585301842e-10,244.68749999999997,35.68533471265205
1615,7.25986803396075e-10,247.49999999999997,38.68218745348944
1616,3.185416905852078e-09,258.75,32.797168295823646
1618,3.6270407665684954e-10,255.9375,35.68533471265205
1619,1.275451080209255e-09,258.75,38.68218745348944
1624,6.824669351283292e-11,253.125,38.68218745348944
1625,4.170191173070898e-10,255.9375,41.810314895778596
1626,3.876750604447043e-11,250.31250000000003,41.810314895778596
1632,2.4045112869921246e-12,236.25,32.797168295823646
1633,3.364893956353108e-11,239.0625,35.68533471265205
1634,5.386275790664421e-12,233.43750000000003,35.68533471265205
1635,7.349976159540995e-11,236.25,38.68218745348944
1636,5.788246907906279e-10,241.875,38.68218745348944
1637,1.847228021010206e-08,244.68749999999997,41.810314895778596
1638,5.506219352971904e-10,239.0625,41.810314895778596
1639,4.402460147901146e-09,242.99999999999994,44.99388015045712
1640,1.4170603653919082e-11,230.62499999999994,38.68218745348944
1641,2.2445902274917135e-11,233.43750000000003,41.810314895778596
1642,1.3540753214808961e-12,227.8125,41.810314895778596
1643,7.2578995987198736e-12,230.99999999999997,44.99388015045712
1644,2.2991808374388374e-10,237.00000000000003,44.99388015045712
1645,4.959306250029779e-11,241.07142857142858,48.14120779436028
1646,5.344571488425303e-12,234.64285714285717,48.14120779436028
1647,3.927821815007007e-12,238.84615384615384,51.25580694880489
1650,8.098429903028588e-09,247.49999999999997,48.14120779436028
1651,5.105298405203705e-09,252.6923076923077,51.25580694880489
1656,7.054091193090464e-13,245.76923076923077,51.25580694880489
1657,2.974514360196328e-11,251.25,54.34091230386123
1658,9.777117433694134e-14,243.74999999999994,54.34091230386123
1659,5.3177495775941965e-12,249.54545454545453,57.39952353962293
1664,1.360436532979935e-12,202.5,22.024312837042164
1665,1.0259588152712216e-12,205.31249999999997,24.624318352164074
1666,1.287266759926437e-12,199.68749999999997,24.624318352164074
1667,9.22856418148483e-13,202.49999999999997,27.279612735978095
1668,8.018065067325431e-13,208.125,27.279612735978095
1669,6.536865126646315e-13,210.93749999999997,30.000000000000004
1670,7.179879653094708e-13,205.31249999999997,30.000000000000004
1671,6.125820379299294e-13,208.12499999999997,32.797168295823646
1672,1.2369371653503418e-12,196.87499999999997,27.279612735978095
1673,7.427549070076629e-13,199.68749999999997,30.000000000000004
1674,1.416611468986e-12,194.06249999999997,30.000000000000004
1675,5.643373236083143e-13,196.87499999999997,32.797168295823646
1676,5.640093637221403e-13,202.5,32.797168295823646
1677,4.778454607215458e-13,205.31249999999997,35.68533471265205
1678,3.7356408553295144e-13,199.6875,35.68533471265205
1679,3.2174886648244845e-13,202.5,38.68218745348944
1680,5.852499507475556e-13,213.74999999999997,32.797168295823646
1681,5.726391137529185e-13,216.56249999999997,35.68533471265205
1682,5.461148067777962e-13,210.93749999999997,35.68533471265205
1683,4.618402786450364e-13,213.75,38.68218745348944
1684,5.802490835910956e-13,219.375,38.68218745348944
1685,3.2339558882508224e-13,222.1875,41.810314895778596
1686,2.300845286443537e-13,216.56249999999997,41.810314895778596
1687,2.2898124244534157e-14,219.00000000000003,44.99388015045712
1688,4.2887500245664557e-13,208.125,38.68218745348944
1689,2.8312288671490635e-13,210.9375,41.810314895778596
1690,2.7162183807452506e-13,205.31249999999997,41.810314895778596
1691,1.5536925143029918e-13,206.99999999999997,44.99388015045712
1692,6.937078236788191e-14,212.99999999999994,44.99388015045713
1693,7.935862977828494e-15,215.35714285714286,48.14120779436028
1694,3.2547769976192545e-14,208.92857142857142,48.14120779436028
1695,5.1593457922411e-15,211.15384615384613,51.25580694880489
1696,1.7699967483116968e-12,191.25,32.797168295823646
1697,4.424243875822313e-13,194.06249999999997,35.68533471265205
1698,2.1988825450341814e-12,188.43749999999997,35.68533471265205
1699,3.6708129066735365e-13,191.25,38.68218745348944
1700,2.1830921356850016e-13,196.87499999999997,38.68218745348944
1701,1.7489077940829632e-13,199.68749999999997,41.810314895778596
1702,1.0873914387046215e-13,194.0625,41.810314895778596
